ι Oct,125458.6,-850724,5.46
     ,125041.2,-335958,4.91
  Com,125141.9,+273226,4.94
     ,125306.9,-485636,4.33
     ,125326.2,-401044,4.27
     ,124913.6,+832446,5.28
  Com,125317.8,+211442,4.90
λ Cru,125439.2,-590848,4.62
μ1Cru,125435.6,-571040,4.03
μ2Cru,125436.8,-571006,5.17
ψ Vir,125421.2,-093220,4.79
ε UMa,125401.7,+555735,1.77
     ,125519.4,-425457,5.47
     ,125557.0,-565010,5.32
δ Vir,125536.2,+032351,3.38
     ,125704.4,-511155,5.16
α2CVn,125601.7,+381906,2.90
  Dra,125528.5,+652619,5.24
  Com,125855.4,+172434,4.78
δ Mus,130216.2,-713256,3.62
  Com,130016.5,+304706,4.90
  Dra,125955.1,+663550,5.32
  UMa,130043.8,+562159,4.93
ε Vir,130210.6,+105733,2.83
ξ1Cen,130333.2,-493138,4.85
     ,130616.7,-482749,4.71
ξ2Cen,130654.6,-495422,4.27
  CVn,130544.5,+354756,5.25
  Com,130710.7,+273729,4.80
  Vir,130753.8,-104425,5.19
ψ Hya,130903.3,-230705,4.95
θ Vir,130957.0,-053220,4.38
α Com,130959.3,+173146,5.22
α Com,130959.3,+173146,5.22
     ,131123.2,-432208,5.25
     ,131217.4,-595515,4.60
     ,131203.2,-374811,4.85
  Vir,131203.5,-161155,5.04
β Com,131152.4,+275241,4.26
     ,131414.8,-590612,4.92
η Mus,131514.9,-675340,4.80
  Vir,131410.9,-195551,5.33
     ,131343.0,+400910,4.92
  Vir,131558.8,-195635,5.22
     ,131713.0,-664701,4.87
     ,131653.1,-313022,5.10
  Vir,131646.5,+092527,5.22
     ,131715.6,+134032,5.33
σ Vir,131736.3,+052811,4.80
  CVn,131732.5,+403421,4.73
  Vir,131824.3,-181841,4.74
γ Hya,131855.3,-231018,3.00
  CVn,131814.5,+494055,5.15
     ,132037.8,-524453,5.48
ι Cen,132035.8,-364244,2.75
     ,132237.9,-605918,4.53
     ,132400.5,-643209,4.53
ι1Mus,132507.1,-745316,5.05
  Vir,132301.1,-174407,5.37
     ,132513.9,-642907,5.31
ζ UMa,132355.5,+545531,2.27
ζ UMa,132356.4,+545518,3.95
α Vir,132511.6,-110941,0.98
     ,132607.8,-394519,5.09
  UMa,132513.5,+545917,4.01
  Vir,132643.2,-124228,5.25
  Vir,132727.2,-155825,4.76
     ,132925.2,-510955,5.06
  Vir,132825.8,+134644,4.98
     ,132942.8,-231653,4.97
     ,132827.1,+595645,5.40
     ,133102.7,-392427,3.88
  Vir,133157.9,-061521,4.69
  Vir,133258.1,-100954,5.21
  Vir,133407.9,+033932,4.94
ζ Vir,133441.6,-003545,3.37
     ,133447.8,+371057,4.98
  CVn,133427.3,+490058,4.70
  CVn,133727.6,+361742,4.82
ε Cen,133953.2,-532759,2.30
     ,133711.0,+711432,5.50
     ,134201.1,-584714,5.38
     ,134144.7,-543336,5.01
  UMa,133930.4,+525517,5.46
  Vir,134136.8,-084211,5.01
  UMa,134044.3,+544054,4.66
  Vir,134303.7,+033217,5.36
  Cen,134541.2,-330238,4.23
     ,134639.3,-512558,4.65
     ,134656.4,-361507,5.15
     ,134738.4,-501916,5.45
  Vir,134725.4,-175136,5.43
τ Boo,134715.7,+172724,4.50
     ,134659.8,+383234,5.50
ν Cen,134930.3,-414116,3.41
η UMa,134732.4,+491848,1.86
  Cen,134926.7,-342703,4.19
μ Cen,134937.0,-422826,3.04
  Vir,134952.3,-180803,4.97
υ Boo,134928.6,+154752,4.07
  Boo,134942.8,+211551,4.91
     ,135204.8,-524842,5.25
  Cen,135149.6,-325940,4.56
     ,135147.5,+342639,4.74
  Cen,135312.5,-315540,4.73
  Dra,135125.9,+644324,4.65
ζ Cen,135532.4,-471718,2.55
  Vir,135442.1,-013011,5.15
η Boo,135441.1,+182352,2.68
     ,135738.9,-634112,4.71
  Boo,135634.2,+272931,5.01
φ Cen,135816.3,-420603,3.83
υ1Cen,135840.8,-444813,3.87
  Hya,135831.1,-245820,5.15
υ2Cen,140143.4,-453613,4.34
θ Aps,140519.8,-764748,5.50
τ Vir,140138.8,+013240,4.26
     ,140222.8,-272548,5.48
β Cen,140349.4,-602223,0.61
χ Cen,140602.8,-411047,4.36
π Hya,140622.3,-264057,3.27
θ Cen,140641.0,-362212,2.06
  Vir,140642.8,-091848,5.46
α Dra,140423.3,+642233,3.65
     ,140954.8,-532621,4.75
     ,140755.8,+435116,5.27
  Boo,140817.3,+492729,5.25
     ,141050.5,-161807,4.91
η Aps,141813.8,-810028,4.91
  Boo,141023.9,+250530,4.83
  Hya,141246.0,-271540,5.08
     ,141215.8,+022434,5.01
κ Vir,141253.8,-101625,4.19
     ,141457.0,-570509,5.07
  UMi,140850.9,+773251,4.82
κ2Boo,141329.0,+514725,4.54
  Boo,141450.8,+100602,5.29
     ,141524.1,-181203,5.43
     ,141204.0,+692557,5.24
ε Aps,142222.7,-800632,5.06
ι Vir,141600.9,-060002,4.08
δ Oct,142654.9,-834004,4.32
α Boo,141539.7,+191057,-0.04
     ,141951.5,-611623,5.23
ι Boo,141609.9,+512202,4.75
λ Boo,141623.0,+460518,4.18
ι Lup,141924.2,-460328,3.55
     ,142019.5,-562312,4.33
λ Vir,141906.6,-132216,4.52
     ,141759.8,+353034,4.81
     ,142042.5,-451114,4.77
  Boo,141916.3,+130015,5.41
υ Vir,141932.5,-021556,5.14
ψ Cen,142033.4,-375307,4.05
  Boo,141945.2,+161825,4.86
     ,142237.0,-582734,4.92
     ,142302.2,-393044,4.42
  Hya,142305.8,-274514,4.77
     ,142322.7,+082648,5.12
     ,142448.6,-244823,5.32
     ,142411.3,+054912,5.10
τ1Lup,142608.2,-451317,4.56
τ2Lup,142610.8,-452246,4.35
θ Boo,142511.8,+515103,4.05
  Boo,142627.4,+191337,5.39
  Hya,142810.4,-292930,4.97
φ Vir,142812.1,-021341,4.81
  Vir,142841.7,-065402,5.42
     ,143008.6,-451918,5.50
     ,143020.9,-493109,5.37
σ Lup,143236.9,-502725,4.42
ρ Boo,143149.8,+302217,3.58
  UMi,142731.5,+754146,4.25
γ Boo,143204.7,+381830,3.03
η Cen,143530.4,-420928,2.31
σ Boo,143440.8,+294442,4.46
     ,143720.1,-460802,5.41
ρ Lup,143753.2,-492533,4.05
α1Cen,143935.9,-605007,-0.01
α2Cen,143936.1,-605008,1.33
α Cir,144230.4,-645831,3.19
  Boo,143850.2,+442416,5.39
α Lup,144155.8,-472318,2.30
α Aps,144751.6,-790241,3.83
     ,144157.6,-374737,4.00
π1Boo,144043.6,+162506,4.94
ζ Boo,144108.9,+134342,4.83
ζ Boo,144108.9,+134342,4.43
  Boo,144138.8,+080942,4.86
     ,144517.3,-625233,5.36
     ,144339.4,-351025,4.05
μ Vir,144303.6,-053930,3.88
     ,144459.2,-351131,4.92
  Boo,144325.4,+263140,4.81
     ,144701.3,-522301,5.21
  Hya,144600.1,-252635,4.94
ο Boo,144514.5,+165752,4.60
ε Boo,144459.2,+270430,5.12
ε Boo,144459.2,+270427,2.70
  Vir,144614.9,+015334,3.72
  Hya,144744.8,-260515,5.24
μ Lib,144919.1,-140856,5.31
  Hya,145017.3,-275737,4.41
ο Lup,145138.4,-433432,4.32
α1Lib,145041.2,-155950,5.15
α2Lib,145052.7,-160230,2.75
  Lib,145101.0,-021757,4.94
     ,145752.9,-763946,5.34
     ,145029.6,+371619,5.48
     ,145251.1,-374812,5.03
ξ Boo,145123.3,+190604,4.55
     ,145534.6,-600651,5.20
  Lib,145420.1,-243832,5.30
θ Cir,145644.0,-624651,5.11
     ,145126.4,+591738,5.46
     ,145617.3,-524835,5.38
     ,145544.7,-335121,5.32
β UMi,145042.3,+740920,2.08
ξ2Lib,145646.1,-112435,5.46
  Lib,145711.0,-042047,4.49
β Lup,145831.9,-430802,2.68
κ Cen,145909.7,-420615,3.13
δ Lib,150058.4,-083108,4.92
     ,145735.0,+655557,4.60
η Cir,150448.2,-640154,5.17
     ,150259.3,-323836,5.44
ω Boo,150206.5,+250029,4.81
  Vir,150254.0,+020529,4.40
β Boo,150156.8,+402326,3.50
σ Lib,150404.2,-251655,3.29
π Lup,150507.2,-470304,4.72
π Lup,150507.2,-470304,4.82
     ,150519.1,-410402,5.15
ψ Boo,150426.7,+265651,4.54
  Boo,150347.4,+473916,4.76
ν Lib,150637.6,-161525,5.20
λ Lup,150850.6,-451647,4.05
  Boo,150718.1,+245209,4.93
     ,150616.7,+543323,5.25
κ1Lup,151156.1,-484416,3.87
ζ Lup,151217.1,-520557,3.41
     ,151249.5,-443002,4.82
ι1Lib,151213.3,-194730,4.54
  Lup,151437.3,-313109,4.91
δ Cir,151656.7,-605727,5.09
ε Cir,151738.9,-633638,4.86
     ,151604.0,-412928,5.16
β Cir,151730.8,-584804,4.07
γ TrA,151854.6,-684046,2.89
  Ser,151511.4,+045622,5.33
χ Boo,151429.2,+290951,5.26
     ,151623.0,-222358,5.50
     ,151848.9,-602947,5.46
δ Boo,151530.2,+331853,3.47
μ Lup,151832.0,-475230,4.27
β Lib,151700.4,-092259,2.61
  Lup,151749.9,-300856,4.34
     ,151438.3,+672048,5.13
  Ser,151918.8,+014555,5.06
δ Lup,152122.3,-403851,3.22
ν1Lup,152208.3,-475540,5.00
γ Cir,152322.7,-591915,4.51
φ1Lup,152148.4,-361541,3.56
ε Lup,152240.9,-444122,3.37
  Ser,152102.0,+004255,5.35
φ2Lup,152309.4,-365131,4.54
  UMi,151705.9,+714926,5.02
  Boo,152148.6,+325602,5.37
υ Lup,152444.9,-394237,5.37
ε Lib,152411.9,-101920,4.94
     ,152520.2,-384401,4.60
     ,152237.4,+393453,5.50
κ1Aps,153130.8,-732322,5.49
μ1Boo,152429.4,+372238,4.31
γ UMi,152043.7,+715002,3.05
     ,152718.2,-364604,5.45
τ1Ser,152547.4,+152541,5.17
     ,152617.4,+342009,5.46
     ,152924.3,-464358,5.24
ι Dra,152455.8,+585758,3.29
  Ser,152838.2,+015032,5.17
β CrB,152749.7,+290621,3.68
ν1Boo,153055.8,+404959,5.02
ζ4Lib,153255.2,-165110,5.50
ε TrA,153643.2,-661901,4.11
ν2Boo,153147.0,+405358,5.02
  Lib,153437.3,-280249,5.15
γ Lup,153508.5,-411001,2.78
  Lib,153410.7,-100352,4.62
θ CrB,153255.8,+312133,4.14
     ,153426.6,-091100,5.17
     ,153553.2,-445731,4.54
     ,153612.1,-442349,5.43
γ Lib,153531.6,-144722,3.91
δ Ser,153448.1,+103215,3.80
δ Ser,153448.1,+103221,3.80
α CrB,153441.3,+264253,2.23
υ Lib,153701.5,-280806,3.58
ω Lup,153803.2,-423403,4.33
     ,153849.5,-522222,5.44
μ CrB,153515.0,+390036,5.11
  Ser,153629.6,+100036,5.26
τ Lib,153839.4,-294640,3.66
  Lib,153854.5,-191807,5.38
ψ1Lup,153946.0,-342443,4.67
φ Boo,153749.6,+402112,5.24
  Lib,154016.9,-234905,4.96
     ,154111.3,-443940,4.64
θ UMi,153124.9,+772058,4.96
ζ2CrB,153922.7,+363809,5.07
     ,154238.3,-372530,5.24
κ Lib,154156.8,-194044,4.74
ψ2Lup,154241.0,-344238,4.75
ι Ser,154133.1,+194013,4.52
χ Ser,154147.4,+125051,5.33
η Lib,154404.4,-154022,5.41
γ CrB,154244.6,+261744,3.84
α Ser,154416.1,+062532,2.65
  Ser,154605.6,-014816,5.40
β Ser,154611.3,+152519,3.67
λ Ser,154626.6,+072111,4.43
κ Ser,154844.4,+180830,4.09
μ Ser,154937.2,-032549,3.53
χ Lup,155057.5,-333738,3.95
  Sco,155058.7,-254505,4.64
     ,154640.0,+623558,5.19
ω Ser,155017.5,+021147,5.23
δ CrB,154935.7,+260406,4.63
κ TrA,155529.6,-683611,5.09
ε Ser,155049.0,+042840,3.71
     ,155041.7,+150801,5.20
  Ser,155115.6,-030526,5.11
β TrA,155508.5,-632550,2.85
ρ Ser,155115.9,+205840,4.76
κ CrB,155113.9,+353927,4.82
λ Lib,155320.1,-201002,5.03
ζ UMi,154403.5,+774740,4.32
  Sco,155336.7,-251938,4.59
     ,155353.8,-243159,5.39
     ,155355.8,-235841,5.42
θ Lib,155349.5,-164346,4.15
χ Her,155240.5,+422706,4.62
     ,155434.6,+201839,5.44
ξ1Lup,155653.5,-335759,5.12
ρ Sco,155653.1,-291251,3.88
  Her,155437.9,+430819,5.37
γ Ser,155627.2,+153942,3.85
λ CrB,155547.6,+375649,5.45
  Lib,155811.4,-141646,4.88
     ,155834.8,-244953,5.43
     ,155930.3,-414440,4.99
π Sco,155851.1,-260651,2.89
ε CrB,155735.3,+265240,4.15
η Lup,160007.3,-382349,3.41
δ Sco,160020.0,-223718,2.32
  Lib,160019.6,-163200,5.47
     ,155930.2,+255513,2.00
     ,155747.4,+544459,4.95
ι1Nor,160331.9,-574631,4.63
η Nor,160312.9,-491347,4.65
  Her,160114.3,+174906,5.12
     ,160324.2,-383609,4.89
ρ CrB,160102.7,+331813,5.41
     ,160320.6,-255155,5.00
ι CrB,160126.6,+295104,4.99
π Ser,160217.7,+224816,4.83
ξ Sco,160422.1,-112223,5.07
ξ Sco,160422.1,-112223,4.77
δ Nor,160629.4,-451024,4.72
υ Her,160247.9,+460212,4.76
β1Sco,160526.2,-194820,2.62
β2Sco,160526.5,-194807,4.92
θ Dra,160153.3,+583355,4.01
θ Lup,160635.5,-364808,4.23
ω1Sco,160648.4,-204009,3.96
ω2Sco,160724.3,-205207,4.32
     ,160807.6,-261936,5.38
κ Her,160804.5,+170249,5.00
     ,160950.5,-032801,5.37
     ,161102.0,-292459,5.13
τ CrB,160858.3,+362927,4.76
δ1Aps,162020.8,-784145,4.68
δ2Aps,162026.8,-784002,5.27
φ Her,160846.2,+445606,4.26
κ Nor,161328.7,-543750,4.94
     ,160619.7,+674837,5.44
ν Sco,161159.7,-192738,4.01
  Sco,161218.2,-275535,4.59
δ TrA,161526.3,-634108,3.85
ψ Sco,161200.0,-100351,4.94
  Sco,161207.3,-083251,5.43
θ Nor,161515.3,-472220,5.14
  Her,161315.4,+050116,5.48
χ Sco,161350.9,-115015,5.22
     ,161643.1,-534840,5.44
δ Oph,161420.7,-034140,2.74
γ1Nor,161700.9,-500406,4.99
  Sco,161537.3,-082210,5.50
     ,161817.9,-283650,4.78
λ Nor,161917.7,-424026,5.45
γ2Nor,161950.4,-500920,4.02
ε Oph,161819.3,-044133,3.24
     ,161932.7,-305424,5.49
  UMi,161049.5,+755239,5.48
ο Sco,162038.2,-241010,4.55
     ,162228.0,-493420,5.33
σ Sco,162111.3,-253534,2.89
     ,161715.3,+594518,5.40
     ,161955.1,+394231,5.46
τ Her,161944.4,+461848,3.89
σ Ser,162204.4,+010145,4.82
     ,162401.3,-391135,5.40
γ Her,162155.2,+190911,3.75
ζ TrA,162828.1,-700504,4.91
     ,162431.7,-373357,5.42
γ Aps,163327.0,-785350,3.89
ξ CrB,162205.8,+305331,4.85
ψ Oph,162406.2,-200215,4.50
ν1CrB,162221.4,+334757,5.20
ν2CrB,162229.2,+334213,5.39
ι TrA,162757.3,-640329,5.27
ρ Oph,162535.2,-232650,5.02
ε Nor,162711.1,-473318,4.47
η UMi,161730.3,+754519,4.95
ω Her,162525.0,+140200,4.57
χ Oph,162701.4,-182723,4.42
     ,163049.4,-613801,5.20
     ,162148.7,+690634,5.25
     ,162743.5,-073553,5.23
υ Oph,162748.1,-082218,4.63
     ,162942.3,-461436,5.35
η Dra,162359.5,+613051,2.74
α Sco,162924.4,-262555,0.96
     ,163419.3,-705917,5.50
     ,162834.0,+003954,5.39
  Sco,163012.4,-250654,4.79
     ,163141.7,-414901,5.33
     ,163122.9,-344216,4.23
  Her,162838.5,+415254,5.04
φ Oph,163108.3,-163646,4.28
β Her,163013.2,+212923,2.77
λ Oph,163054.8,+015902,3.82
     ,163033.6,+202845,5.25
ω Oph,163208.2,-212759,4.45
μ Nor,163405.0,-440243,4.94
  Her,163236.3,+112917,4.84
  Dra,162759.0,+684605,5.00
β Aps,164304.6,-773103,4.24
     ,163622.5,-425132,5.47
τ Sco,163553.0,-281258,2.82
     ,163622.5,-351520,4.16
σ Her,163406.2,+422613,4.20
ζ Oph,163709.5,-103402,2.56
  Dra,163613.7,+525528,5.08
     ,164134.4,-174432,4.96
     ,163800.4,+560056,5.29
  Her,163844.9,+485542,4.90
     ,164640.0,-670635,5.13
ζ Her,164117.2,+313611,2.81
α TrA,164839.9,-690140,1.92
η Her,164253.8,+385520,3.53
     ,164647.8,-392238,5.48
  Dra,164055.1,+643521,4.83
  Her,164549.9,+083457,5.15
η Ara,164947.1,-590229,3.76
  Her,164746.4,+051448,5.24
     ,164517.8,+564655,4.85
ε Sco,165009.8,-341736,2.29
  Oph,164950.0,-104659,4.65
     ,165133.7,-411350,5.22
μ1Sco,165152.2,-380251,3.08
  Her,165019.4,+071452,5.49
μ2Sco,165220.1,-380103,3.57
  Her,164914.2,+455900,4.82
     ,165401.8,-414823,5.45
ζ1Sco,165359.7,-422144,4.73
  Her,165145.3,+243923,5.04
ζ2Sco,165435.0,-422141,3.62
  Her,165258.1,+314206,5.32
  Oph,165435.7,-060914,5.25
ι Oph,165400.5,+100955,4.38
ζ Ara,165837.2,-555925,3.13
     ,165455.2,+205731,5.41
  Sco,165711.1,-331534,5.48
  Her,165522.2,+182600,5.35
ε1Ara,165935.1,-530938,4.06
κ Oph,165740.1,+092230,3.20
ε2Ara,170308.8,-531413,5.29
  Dra,165601.7,+650805,4.89
     ,170152.7,-320837,5.03
  Oph,170103.6,-041321,4.82
ε UMi,164558.1,+820214,4.23
ε Her,170017.4,+305535,3.92
  Her,170136.4,+333406,5.25
     ,170449.4,-340722,4.87
     ,170307.8,+140531,4.98
  Her,170522.7,+124427,4.91
     ,171042.3,-443327,5.08
     ,170802.0,+355607,5.39
η Oph,171022.7,-154329,2.43
η Sco,171209.2,-431421,3.33
     ,170933.3,+404638,5.08
  Oph,171227.8,+103507,5.33
ζ Dra,170847.2,+654253,3.17
  Oph,171521.0,-263610,5.11
  Oph,171520.8,-263605,5.07
α1Her,171438.9,+142325,3.48
α2Her,171439.2,+142324,5.39
δ Her,171501.9,+245021,3.14
ι Aps,172205.9,-700724,5.41
  Oph,171636.7,-002643,4.73
     ,171903.2,-463802,5.48
ζ Aps,172159.4,-674614,4.78
π Her,171502.8,+364833,3.16
ο Oph,171800.7,-241713,5.20
  Her,171719.5,+330600,4.82
     ,171837.0,+105152,5.03
  Her,171740.3,+371730,4.65
ξ Oph,172100.2,-210646,4.39
ν Ser,172049.7,-125049,4.33
ι Ara,172316.1,-472806,5.25
     ,172018.9,+180326,5.00
θ Oph,172200.6,-245958,3.27
     ,172009.8,+253215,5.38
  Her,172054.2,+242958,5.12
  Her,172039.6,+322804,5.39
  Oph,172321.6,-280835,5.35
     ,172413.0,-440945,5.12
β Ara,172518.0,-553148,2.85
γ Ara,172523.6,-562239,3.34
κ Ara,172600.0,-503801,5.23
     ,172651.5,-455037,5.29
ρ Her,172340.7,+370848,5.47
ρ Her,172341.0,+370845,4.52
  Oph,172622.2,-241031,4.17
  Oph,172721.3,-295201,4.29
     ,172637.9,-050512,4.54
σ Oph,172630.9,+040825,4.34
δ Ara,173105.9,-604102,3.62
     ,172849.7,+001950,5.44
υ Sco,173045.8,-371745,2.69
α Ara,173150.5,-495234,2.95
     ,173023.8,-010345,5.31
  Oph,173125.0,-235746,4.81
λ Her,173044.3,+260638,4.41
λ Sco,173336.5,-370614,1.63
β Dra,173026.0,+521805,2.79
σ Ara,173539.6,-463020,4.59
     ,173632.8,-383807,4.29
π Ara,173805.6,-543001,5.25
θ Sco,173719.2,-425952,1.87
ν1Dra,173210.6,+551103,4.88
ν2Dra,173216.0,+551023,4.87
α Oph,173456.1,+123336,2.08
ξ Ser,173735.2,-152355,3.54
  Dra,173157.9,+680806,5.05
μ Oph,173750.7,-080708,4.62
λ Ara,174023.6,-492456,4.77
  Dra,173459.5,+615230,5.23
  Her,173637.6,+483508,5.37
κ Sco,174229.3,-390148,2.41
ο Ser,174124.9,-125231,4.26
η Pav,174544.0,-644326,3.62
μ Ara,174408.7,-515003,5.15
ι Her,173927.9,+460023,3.80
  Oph,174325.8,-214100,4.87
ω Dra,173657.1,+684529,4.80
β Oph,174328.4,+043402,2.77
ι1Sco,174735.1,-400737,3.03
  Sgr,174733.6,-274951,4.54
μ Her,174627.5,+274314,3.42
     ,174910.5,-314212,4.83
γ Oph,174753.6,+024226,3.75
     ,174951.5,-370236,3.21
ι2Sco,175011.2,-400526,4.81
ψ1Dra,174156.3,+720856,4.58
  Her,174849.2,+253722,5.12
     ,175022.9,+291920,5.50
  Dra,174904.3,+504652,5.02
     ,175647.4,-442032,4.86
  Her,175318.1,+400029,5.16
     ,175747.7,-414258,4.88
  Her,175525.2,+260300,5.46
     ,175647.7,-040455,5.47
ξ Dra,175331.7,+565222,3.75
     ,175905.2,-301511,5.16
θ Her,175615.2,+371502,3.86
ν Oph,175901.6,-094625,3.34
  Sgr,175947.6,-234858,4.76
  Dra,174927.0,+765746,5.04
ξ Her,175745.9,+291452,3.70
γ Dra,175636.4,+512920,2.23
ν Her,175830.2,+301122,4.41
ζ Ser,180029.0,-034125,4.62
  Oph,180015.8,+042207,4.64
  Her,180003.4,+164503,4.67
  Oph,180038.7,+025554,3.97
χ Oct,185446.9,-873621,5.28
  Oph,180145.2,+011819,4.45
  Sgr,180251.1,-241656,5.34
ψ2Dra,175511.2,+720018,5.45
  Her,180129.9,+213543,5.18
  Her,180130.4,+213544,4.96
τ Oph,180304.9,-081050,5.24
  Her,180223.1,+205001,5.28
γ1Sgr,180501.3,-293448,4.69
θ Ara,180637.9,-500530,3.66
π Pav,180834.8,-634006,4.35
γ2Sgr,180548.5,-302527,2.99
  Oph,180527.3,+022958,4.03
ι Pav,181026.1,-620008,5.49
  Her,180601.9,+221308,5.06
     ,180805.0,-282726,4.57
  Oph,180718.4,+084402,4.64
  Oph,180721.0,+093350,3.73
  Her,180701.5,+303343,5.04
ο Her,180732.6,+284545,3.83
ε Tel,181113.8,-455716,4.53
  Her,180845.5,+204852,4.36
δ UMi,173212.9,+863511,4.36
     ,180728.8,+432742,5.00
     ,180802.2,+362405,5.48
  Her,180852.9,+200243,5.10
  Sgr,181143.4,-234204,4.98
     ,181312.6,-412010,5.47
μ Sgr,181345.8,-210332,3.86
  Her,181154.2,+312419,4.97
  Sgr,181415.9,-214247,5.44
     ,181552.7,-441224,5.46
     ,181707.5,-560124,5.33
  Sgr,181512.9,-204342,5.38
φ Oct,182336.1,-750239,5.47
η Sgr,181737.6,-364542,3.11
     ,181803.2,-270233,4.65
  Dra,181353.8,+642350,5.03
ξ Pav,182313.6,-612938,4.36
     ,181909.5,+071535,5.39
     ,182008.8,-154954,5.39
δ Sgr,182059.7,-294941,2.70
  Her,181910.7,+242646,5.27
     ,182218.6,-383925,5.10
  Oph,182052.1,+032238,4.86
  Her,182017.9,+215741,4.95
η Ser,182118.6,-025356,3.26
     ,182253.1,-364010,5.34
κ Lyr,181951.7,+360352,4.33
     ,182418.2,-440637,5.25
  Her,182101.0,+285212,5.12
ε Sgr,182410.3,-342305,1.85
     ,182208.7,+231707,5.41
ζ Sct,182339.5,-085603,4.68
     ,182249.0,+174936,5.25
     ,182132.7,+490718,5.05
     ,182653.9,-480701,5.46
  Her,182341.9,+214611,3.84
  Sgr,182521.0,-203230,4.81
α Tel,182658.4,-455806,3.51
μ Lyr,182413.8,+393026,5.12
ζ Tel,182849.9,-490415,4.13
λ Sgr,182758.2,-252518,2.81
ν Pav,183122.4,-621642,4.64
  Ser,182712.5,+001146,5.21
φ Dra,182045.5,+712016,4.22
  Dra,182354.5,+584802,4.98
χ Dra,182103.4,+724358,3.57
γ Sct,182911.9,-143357,4.70
δ1Tel,183145.4,-455454,4.96
  Ser,182941.0,-015907,5.39
     ,183104.8,-325921,5.34
δ2Tel,183202.0,-454526,5.07
     ,183221.4,-394214,5.16
     ,183126.3,-182410,5.14
  Dra,182559.1,+653349,4.82
θ CrA,183330.2,-421845,4.64
     ,183243.3,-145156,5.50
     ,183357.8,-330100,5.28
  Sgr,183353.5,-240157,5.49
     ,183249.9,+303315,5.48
     ,183502.4,-105838,5.14
α Sct,183512.4,-081439,3.85
  Dra,183234.5,+570244,4.77
ζ Pav,184302.1,-712541,4.01
     ,183356.7,+522113,5.36
     ,183627.8,+090721,5.39
     ,183639.1,+064019,5.45
     ,183935.0,-431110,5.37
     ,183637.2,+332808,5.42
α Lyr,183656.3,+384701,0.03
     ,184526.9,-645217,4.79
δ Sct,184216.4,-090309,4.72
λ CrA,184346.9,-381925,5.13
     ,184419.4,-353831,4.87
     ,184457.2,-394111,5.43
ε Sct,184331.3,-081631,4.90
φ Sgr,184539.4,-265927,3.17
  Aql,184449.9,+020336,5.02
  Sgr,184620.6,-222332,5.37
  Dra,184237.9,+553222,5.04
μ CrA,184744.6,-402422,5.24
ε1Lyr,184420.4,+394012,5.06
ε2Lyr,184422.9,+393647,5.14
ε2Lyr,184422.9,+393646,5.37
ζ1Lyr,184446.4,+373618,4.36
  Her,184539.7,+203247,4.19
η1CrA,184850.5,-434048,5.49
β Sct,184710.5,-044452,4.22
     ,184604.5,+263944,4.83
     ,184729.0,-054218,5.20
  Her,184701.3,+181053,4.36
λ Pav,185213.0,-621115,4.22
  Sgr,184940.1,-201929,5.24
κ Tel,185239.6,-520627,5.17
ν2Lyr,184952.9,+323303,5.25
β Lyr,185004.8,+332146,3.45
κ Pav,185657.0,-671401,4.44
  Her,185216.4,+212531,5.48
ν1Sgr,185410.2,-224442,4.83
     ,184546.7,+740508,5.27
     ,185443.1,-153611,5.10
ν2Sgr,185507.1,-224017,4.99
σ Sgr,185515.9,-261748,2.02
     ,185616.9,-424238,5.36
  Dra,184622.2,+752602,5.35
ο Dra,185112.1,+592318,4.66
ω Pav,185836.4,-601202,5.14
     ,185640.5,-372036,5.38
  Her,185444.9,+223842,4.59
λ Tel,185827.7,-525619,4.87
     ,185313.6,+504230,4.92
δ2Lyr,185430.2,+365356,4.30
θ1Ser,185613.2,+041213,4.62
θ2Ser,185614.6,+041207,4.98
ξ1Sgr,185720.5,-203923,5.08
     ,185452.2,+413610,5.44
η Sct,185703.7,-055046,4.83
ξ2Sgr,185743.8,-210624,3.51
ε CrA,185843.4,-370627,4.87
  Lyr,185520.1,+435646,4.04
     ,185701.6,+325405,5.22
     ,185814.7,+172139,5.38
  Aql,185905.7,+133721,5.23
ε Aql,185937.4,+150406,4.02
γ Lyr,185856.6,+324122,3.24
υ Dra,185423.9,+711750,4.82
     ,185945.5,+261350,5.27
ζ CrA,190306.9,-420543,4.75
λ Lyr,190000.9,+320844,4.93
  Aql,190140.8,-054420,4.02
ζ Sgr,190236.7,-295249,2.60
  Aql,190254.5,-034156,5.42
     ,190013.7,+503201,5.38
     ,190425.1,-310249,5.50
ρ Tel,190619.9,-522027,5.16
  Lyr,190126.4,+465605,5.01
ο Sgr,190441.0,-214430,3.77
  Dra,190043.4,+553930,5.48
     ,190952.7,-682529,5.33
  Aql,190457.6,-040153,5.42
γ CrA,190625.1,-370348,4.93
γ CrA,190625.1,-370348,4.99
σ Oct,210846.2,-885723,5.47
τ Sgr,190656.4,-274014,3.32
ζ Aql,190524.6,+135148,2.99
λ Aql,190614.9,-045257,3.44
δ CrA,190820.9,-402948,4.59
  Aql,190658.6,+110417,5.09
  Dra,190455.2,+532348,5.38
α CrA,190928.3,-375416,4.11
β CrA,191001.7,-392027,4.11
  Lyr,190725.6,+323006,5.23
ι Lyr,190718.1,+360601,5.28
π Sgr,190945.8,-210125,2.89
  Aql,190859.9,+060424,5.22
  Aql,191240.7,-075622,5.34
  Aql,191342.7,+021737,5.15
     ,191621.7,-452759,5.40
